"Configuration","Establishment_date","Establishment_rate","Coverage","Effect","EI_prioritization","EI_ID","Scenario_end","Step_length","Scenario_ID","Time_step","Target_classes","Prob_perturb_threshold"
"Connectivity","2020","Steady","0.25","Restoration","Agri_unproductive",147,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.25","Restoration","Agri_unproductive",148,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.25","Restoration","Agri_unproductive",149,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.25","Restoration","Agri_unproductive",150,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.25","Restoration","Agri_unproductive",151,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.25","Restoration","Agri_unproductive",152,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.25","Restoration","Agri_unproductive",153,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.25","Restoration","Agri_unproductive",154,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.25","Restoration","Agri_unproductive",155,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.25","Restoration","Agri_unproductive",156,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.25","Restoration","Agri_unproductive",157,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.25","Restoration","Agri_unproductive",158,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.25","Restoration","Agri_unproductive",159,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.25","Restoration","Agri_unproductive",160,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.25","Restoration","Agri_unproductive",161,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.25","Restoration","Agri_unproductive",162,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.25","Restoration","Agri_unproductive",163,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.25","Restoration","Agri_unproductive",164,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.25","Restoration","Agri_unproductive",165,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.25","Restoration","Agri_unproductive",166,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.25","Restoration","Agri_unproductive",167,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.25","Restoration","Agri_unproductive",168,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.25","Restoration","Agri_unproductive",169,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.25","Restoration","Agri_unproductive",170,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.25","Restoration","Agri_unproductive",171,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.25","Restoration","Agri_unproductive",172,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.25","Restoration","Agri_unproductive",173,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.25","Restoration","Agri_unproductive",174,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.25","Restoration","Agri_unproductive",175,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.25","Restoration","Agri_unproductive",176,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.25","Restoration","Agri_unproductive",177,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.25","Restoration","Agri_unproductive",178,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.25","Restoration","Agri_unproductive",179,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.25","Restoration","Agri_unproductive",180,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.3","Restoration","Agri_unproductive",181,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.3","Restoration","Agri_unproductive",182,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.3","Restoration","Agri_unproductive",183,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.3","Restoration","Agri_unproductive",184,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.3","Restoration","Agri_unproductive",185,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.3","Restoration","Agri_unproductive",186,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.3","Restoration","Agri_unproductive",187,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.3","Restoration","Agri_unproductive",188,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.3","Restoration","Agri_unproductive",189,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.3","Restoration","Agri_unproductive",190,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.3","Restoration","Agri_unproductive",191,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.3","Restoration","Agri_unproductive",192,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.3","Restoration","Agri_unproductive",193,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.3","Restoration","Agri_unproductive",194,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.3","Restoration","Agri_unproductive",195,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.3","Restoration","Agri_unproductive",196,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.3","Restoration","Agri_unproductive",197,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.3","Restoration","Agri_unproductive",198,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.3","Restoration","Agri_unproductive",199,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.3","Restoration","Agri_unproductive",200,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.3","Restoration","Agri_unproductive",201,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.3","Restoration","Agri_unproductive",202,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.3","Restoration","Agri_unproductive",203,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.3","Restoration","Agri_unproductive",204,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.3","Restoration","Agri_unproductive",205,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.3","Restoration","Agri_unproductive",206,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.3","Restoration","Agri_unproductive",207,"2060",5,"BAU","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.3","Restoration","Agri_unproductive",208,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.3","Restoration","Agri_unproductive",209,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.3","Restoration","Agri_unproductive",210,"2060",5,"BAU","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.3","Restoration","Agri_unproductive",211,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.3","Restoration","Agri_unproductive",212,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.3","Restoration","Agri_unproductive",213,"2060",5,"BAU","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.3","Restoration","Agri_unproductive",214,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.3","Restoration","Agri_unproductive",215,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.3","Restoration","Agri_unproductive",216,"2060",5,"BAU","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.22","Preservation","Biodiversity",217,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.22","Preservation","Biodiversity",218,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.22","Preservation","Biodiversity",219,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.22","Preservation","Biodiversity",220,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.22","Preservation","Biodiversity",221,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.22","Preservation","Biodiversity",222,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.22","Preservation","Biodiversity",223,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.22","Preservation","Biodiversity",224,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.22","Preservation","Biodiversity",225,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.22","Preservation","Biodiversity",226,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.22","Preservation","Biodiversity",227,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.22","Preservation","Biodiversity",228,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.22","Preservation","Biodiversity",229,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.22","Preservation","Biodiversity",230,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.22","Preservation","Biodiversity",231,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.22","Preservation","Biodiversity",232,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.22","Preservation","Biodiversity",233,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.22","Preservation","Biodiversity",234,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.22","Preservation","Biodiversity",235,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.22","Preservation","Biodiversity",236,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.22","Preservation","Biodiversity",237,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.22","Preservation","Biodiversity",238,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.22","Preservation","Biodiversity",239,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.22","Preservation","Biodiversity",240,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.22","Preservation","Biodiversity",241,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.22","Preservation","Biodiversity",242,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.22","Preservation","Biodiversity",243,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.22","Preservation","Biodiversity",244,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.22","Preservation","Biodiversity",245,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.22","Preservation","Biodiversity",246,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.22","Preservation","Biodiversity",247,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.22","Preservation","Biodiversity",248,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.22","Preservation","Biodiversity",249,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.22","Preservation","Biodiversity",250,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.22","Preservation","Biodiversity",251,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.22","Preservation","Biodiversity",252,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.25","Preservation","Biodiversity",253,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.25","Preservation","Biodiversity",254,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.25","Preservation","Biodiversity",255,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.25","Preservation","Biodiversity",256,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.25","Preservation","Biodiversity",257,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.25","Preservation","Biodiversity",258,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.25","Preservation","Biodiversity",259,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.25","Preservation","Biodiversity",260,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.25","Preservation","Biodiversity",261,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.25","Preservation","Biodiversity",262,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.25","Preservation","Biodiversity",263,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.25","Preservation","Biodiversity",264,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.25","Preservation","Biodiversity",265,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.25","Preservation","Biodiversity",266,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.25","Preservation","Biodiversity",267,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.25","Preservation","Biodiversity",268,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.25","Preservation","Biodiversity",269,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.25","Preservation","Biodiversity",270,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.25","Preservation","Biodiversity",271,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.25","Preservation","Biodiversity",272,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.25","Preservation","Biodiversity",273,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.25","Preservation","Biodiversity",274,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.25","Preservation","Biodiversity",275,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.25","Preservation","Biodiversity",276,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.25","Preservation","Biodiversity",277,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.25","Preservation","Biodiversity",278,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.25","Preservation","Biodiversity",279,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.25","Preservation","Biodiversity",280,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.25","Preservation","Biodiversity",281,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.25","Preservation","Biodiversity",282,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.25","Preservation","Biodiversity",283,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.25","Preservation","Biodiversity",284,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.25","Preservation","Biodiversity",285,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.25","Preservation","Biodiversity",286,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.25","Preservation","Biodiversity",287,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.25","Preservation","Biodiversity",288,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.3","Preservation","Biodiversity",289,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.3","Preservation","Biodiversity",290,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.3","Preservation","Biodiversity",291,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
